the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.17569202123312 40.55356467470491, -74.17533465358272 40.55177011207466)",540,4200,30,8,GOOD,661.3017466,2904,KENMARE STREET,0,0,0,0,0.05
"LINESTRING (-74.17533465358272 40.55177011207466, -74.17517738742784 40.55080417720689)",401,4201,31.33,6,FAIR,354.6166945,2905,HESTER STREET,0,0,2,1,1.285
"LINESTRING (-74.17533465358272 40.55177011207466, -74.1771590064079 40.55174535369076)",516,4202,45.17,6,FAIR,507.0631124,2906,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.17438497953906 40.55189232993591, -74.17533465358272 40.55177011207466)",306,4203,45.17,9,GOOD,267.6415513,2907,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.17438497953906 40.55189232993591, -74.17425354553365 40.55116789832086)",260,4204,37.33,9,GOOD,266.4432397,2908,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.1745200220535 40.5526195006921, -74.17438497953906 40.55189232993591)",268,4205,30,9,GOOD,267.5705514,2909,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.17425354553365 40.55116789832086, -74.17410774949592 40.550454467551916)",246,4207,44.5,9,GOOD,263.0589288,2910,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.17710924822782 40.55605204437975, -74.17747419862938 40.5552554849079)",994,4208,30.5,6,FAIR,307.4150289,2911,GRAMERCY PARK NORTH,0,0,0,0,0.05
"LINESTRING (-74.17662061911268 40.554990553816296, -74.17746210219636 40.55341098831269)",495,4209,33.92,7,FAIR,621.1682542,2912,GRAMERCY PARK NORTH,0,0,0,0,0.05
"LINESTRING (-74.17662061911268 40.554990553816296, -74.17747419862938 40.5552554849079)",220,4210,30.58,6,FAIR,256.0820181,2913,GRAMERCY PARK NORTH,0,0,0,0,0.05
"LINESTRING (-74.17611571016423 40.55593829005798, -74.17662061911268 40.554990553816296)",420,4211,33.92,7,FAIR,372.7009525,2914,GREAT JONES STREET,0,0,0,0,0.05
"LINESTRING (-74.17611571016423 40.55593829005798, -74.17598042668841 40.555128777289404)",169,4212,31.33,7,GOOD,297.3112847,2915,SPRING STREET,1,0,3,1,1.34
"LINESTRING (-74.17583415571369 40.55424517114755, -74.17616720951979 40.553632567120545)",958,4213,32.92,7,FAIR,241.6153969,2916,LAFAYETTE STREET,0,0,1,0,0.105
"LINESTRING (-74.17583415571369 40.55424517114755, -74.1757721061715 40.55391314359421)",129,4214,31.33,7,GOOD,122.1883792,2917,10 AVENUE,0,0,6,0,0.38
"LINESTRING (-74.17598042668841 40.555128777289404, -74.17583415571369 40.55424517114755)",330,4216,31.33,7,GOOD,324.4749605,2918,BROADWAY,2,0,2,0,0.16
"LINESTRING (-74.1757721061715 40.55391314359421, -74.17569202123312 40.55356467470491)",790,4218,34.25,7,GOOD,128.8914272,2919,8 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.17560495051235 40.55466547843044, -74.17583415571369 40.55424517114755)",1307,4219,33.92,7,FAIR,165.8463144,2920,FORSYTH STREET,0,0,1,0,0.105
"LINESTRING (-74.17518596542021 40.55544839033955, -74.17560495051235 40.55466547843044)",401,4220,30,6,FAIR,308.0811581,2921,FORSYTH STREET,0,0,1,0,0.105
"LINESTRING (-74.17477919095472 40.55402445156474, -74.17464421452468 40.55332472923445)",307,4221,36.58,8,GOOD,257.670332,2922,HESTER STREET,0,0,4,0,0.27
"LINESTRING (-74.17477919095472 40.55402445156474, -74.1757721061715 40.55391314359421)",331,4222,45.33,7,GOOD,278.8834882,2923,7 AVENUE,9,4,6,0,5.016
"LINESTRING (-74.17674268269744 40.558962111536424, -74.17769618315401 40.558889275120215)",294,4223,28,8,GOOD,266.2724169,2924,7 AVENUE,9,4,6,0,5.016
"LINESTRING (-74.17674268269744 40.558962111536424, -74.17646206380783 40.55763405332837)",526,4224,31.33,7,FAIR,490.086727,2925,7 AVENUE,9,4,6,0,5.016
"LINESTRING (-74.17638915379956 40.5572800843708, -74.17611571016423 40.55593829005798)",157,4225,31.33,7,GOOD,494.7181015,2926,ELDRIDGE STREET,0,0,0,0,0.05
"LINESTRING (-74.17646206380783 40.55763405332837, -74.1774190204611 40.55751455203345)",242,4226,29.33,6,FAIR,269.4531499,2927,WEST 51 STREET,0,0,0,1,1.175
"LINESTRING (-74.17646206380783 40.55763405332837, -74.17638915379956 40.5572800843708)",532,4227,31.33,7,FAIR,130.5411812,2928,BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.17530721247707 40.556397910939545, -74.17598042668841 40.555128777289404)",467,4228,30,0,NR,498.7865275,2929,8 AVENUE,1,0,7,0,0.435
"LINESTRING (-74.17530721247707 40.556397910939545, -74.17384797847171 40.55710554618707)",590,4229,30,0,NR,480.5049427,2930,1 AVENUE,0,0,9,2,2.795
"LINESTRING (-74.17515216471985 40.5590276788229, -74.17638915379956 40.5572800843708)",1213,4231,53.42,8,GOOD,723.5475105,2931,MOTT STREET,5,0,0,1,1.175
"LINESTRING (-74.1746734692992 40.55625614623782, -74.17518596542021 40.55544839033955)",322,4232,30,8,GOOD,326.9327148,2932,5 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.17422520265652 40.55823858251055, -74.17530721247707 40.556397910939545)",736,4233,30,0,NR,734.9176825,2933,WEST 19 STREET,0,0,9,0,0.545
"LINESTRING (-74.17717292046397 40.56106397546565, -74.17702346547581 40.56034780974543)",259,4234,31.33,7,FAIR,264.2006813,2934,5 AVENUE,0,0,2,1,1.285
"LINESTRING (-74.17730796815466 40.5617746735686, -74.17717292046397 40.56106397546565)",246,4235,31.33,7,FAIR,261.629509,2935,COOPER SQUARE,0,0,0,0,0.05
"LINESTRING (-74.17688113875609 40.55960418468242, -74.17674268269744 40.558962111536424)",72,4236,31.33,7,FAIR,237.0653918,2936,9 AVENUE,0,0,13,0,0.765
"LINESTRING (-74.17702346547581 40.56034780974543, -74.17688113875609 40.55960418468242)",396,4237,31.33,7,FAIR,273.7918918,2937,8 AVENUE,0,0,6,1,1.505
"LINESTRING (-74.17477297156798 40.55990110702337, -74.17688113875609 40.55960418468242)",655,4239,30.42,8,GOOD,595.6886771,2938,WEST 25 STREET,0,0,0,0,0.05
"LINESTRING (-74.17493320538097 40.56062000405739, -74.17702346547581 40.56034780974543)",541,4240,30,8,GOOD,589.2070943,2939,EAST 12 STREET,3,0,8,2,2.74
"LINESTRING (-74.17493320538097 40.56062000405739, -74.17477297156798 40.55990110702337)",442,4241,53.42,8,GOOD,265.6689669,2940,2 AVENUE,0,0,5,3,3.7
"LINESTRING (-74.17509343544864 40.561336156021746, -74.17717292046397 40.56106397546565)",611,4242,30,8,GOOD,586.2490938,2941,9 AVENUE,0,0,5,0,0.325
"LINESTRING (-74.17509343544864 40.561336156021746, -74.17493320538097 40.56062000405739)",260,4243,53.42,8,GOOD,264.6828291,2942,EAST 17 STREET,2,0,0,0,0.05
"LINESTRING (-74.17437397817363 40.55870771979425, -74.17515216471985 40.5590276788229)",90,4245,45,8,GOOD,245.6521932,2943,CLINTON STREET,0,0,0,0,0.05
"LINESTRING (-74.17372353425947 40.55907102082036, -74.17422520265652 40.55823858251055)",334,4246,30,0,NR,333.7798676,2944,10 AVENUE,0,0,5,0,0.325
"LINESTRING (-74.17742496529604 40.562463440858096, -74.17841437319407 40.562341136478146)",273,4247,30,8,GOOD,278.4977558,2945,BROADWAY,0,0,2,0,0.16
"LINESTRING (-74.17742496529604 40.562463440858096, -74.17730796815466 40.5617746735686)",253,4248,31.33,7,FAIR,253.0316186,2946,ELDRIDGE STREET,0,0,0,2,2.3
"LINESTRING (-74.17659204597551 40.563241506369636, -74.17628259845449 40.561905258070894)",529,4250,27.33,8,GOOD,494.3622154,2947,ELDRIDGE STREET,0,0,0,2,2.3
"LINESTRING (-74.17628259845449 40.561905258070894, -74.17730796815466 40.5617746735686)",305,4251,30,8,GOOD,288.8494418,2948,EAST 18 STREET,0,0,2,0,0.16
"LINESTRING (-74.17540002140764 40.562963362023034, -74.17659204597551 40.563241506369636)",371,4252,35.92,6,FAIR,346.3596397,2949,WEST 70 STREET,1,0,0,0,0.05
"LINESTRING (-74.17540002140764 40.562963362023034, -74.17525003395227 40.5620385892023)",379,4253,53.42,7,GOOD,339.4849039,2950,WEST 70 STREET,1,0,0,0,0.05
"LINESTRING (-74.17525003395227 40.5620385892023, -74.17509343544864 40.561336156021746)",240,4254,53.42,8,GOOD,259.5862092,2951,1 AVENUE,0,0,9,0,0.545
"LINESTRING (-74.17525003395227 40.5620385892023, -74.17628259845449 40.561905258070894)",295,4255,31.5,8,GOOD,290.986254,2952,DIVISION STREET,0,0,0,0,0.05
"LINESTRING (-74.17488859745949 40.562826901259996, -74.17540002140764 40.562963362023034)",246,4256,35.92,6,FAIR,150.5456741,2953,WEST 52 STREET,0,0,0,0,0.05
"LINESTRING (-74.17488859745949 40.562826901259996, -74.17460352228959 40.56391702538164)",319,4257,30,8,GOOD,404.9802464,2954,BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.17257195580883 40.55212563313256, -74.17438497953906 40.55189232993591)",523,4271,45.17,9,GOOD,510.9520525,2955,WEST 30 STREET,0,0,0,0,0.05
"LINESTRING (-74.17257195580883 40.55212563313256, -74.17241177485373 40.551409477092136)",270,4272,51.33,7,GOOD,264.6828291,2956,7 AVENUE,0,0,4,0,0.27
"LINESTRING (-74.17272854879144 40.552844539122965, -74.1745200220535 40.5526195006921)",515,4273,37.42,9,GOOD,504.5443489,2957,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.17272854879144 40.552844539122965, -74.17257195580883 40.55212563313256)",244,4274,51.33,8,GOOD,265.5051789,2958,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.1728851025305 40.553546976034895, -74.17464421452468 40.55332472923445)",511,4275,37.5,9,GOOD,495.5007568,2959,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.1728851025305 40.553546976034895, -74.17272854879144 40.552844539122965)",278,4276,51.33,8,GOOD,259.5862092,2960,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.17241177485373 40.551409477092136, -74.17225521694667 40.550701549801104)",254,4277,51.33,8,GOOD,261.5587888,2961,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.17241177485373 40.551409477092136, -74.17425354553365 40.55116789832086)",546,4278,37.67,9,GOOD,519.339003,2962,WEST 27 STREET,3,2,4,0,2.588
"LINESTRING (-74.17016177509254 40.552439393670205, -74.17257195580883 40.55212563313256)",663,4279,45.17,9,GOOD,679.4622874,2963,WEST 21 STREET,3,0,2,1,1.285
"LINESTRING (-74.17016177509254 40.552439393670205, -74.17000162620161 40.551725979091266)",269,4280,46.83,7,GOOD,263.6967956,2964,EAST 13 STREET,0,0,0,0,0.05
"LINESTRING (-74.17031834987472 40.5531610477318, -74.17272854879144 40.552844539122965)",662,4281,37.42,9,GOOD,679.6293107,2965,COOPER SQUARE,0,0,0,0,0.05
"LINESTRING (-74.17031834987472 40.5531610477318, -74.17016177509254 40.552439393670205)",267,4282,30,7,FAIR,266.4920261,2966,COOPER SQUARE,0,0,3,0,0.215
"LINESTRING (-74.17304527946568 40.554257641680174, -74.17477919095472 40.55402445156474)",494,4283,45.33,7,GOOD,489.2647545,2967,BROADWAY,0,0,3,0,0.215
"LINESTRING (-74.17304527946568 40.554257641680174, -74.1728851025305 40.553546976034895)",309,4284,51.33,8,GOOD,262.7108677,2968,WEST 33 STREET,0,0,8,0,0.49
"LINESTRING (-74.17320908688748 40.554979280845295, -74.17560495051235 40.55466547843044)",714,4285,30,5,FAIR,675.5183195,2969,WEST 149 STREET,0,0,0,0,0.05
"LINESTRING (-74.17320908688748 40.554979280845295, -74.17304527946568 40.554257641680174)",332,4286,30,7,FAIR,266.8220381,2970,EAST 117 STREET,1,0,0,0,0.05
"LINESTRING (-74.17336205914788 40.555684467211414, -74.17518596542021 40.55544839033955)",526,4287,30,3,POOR,514.0758699,2971,EAST 110 STREET,0,0,1,1,1.23
"LINESTRING (-74.17336205914788 40.555684467211414, -74.17320908688748 40.554979280845295)",267,4288,30,8,GOOD,260.4092932,2972,WEST 158 STREET,0,0,0,0,0.05
"LINESTRING (-74.17079521460502 40.55529580483344, -74.17186364887924 40.555154225417695)",398,4289,37.17,6,FAIR,301.3469761,2973,EAST END AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17079521460502 40.55529580483344, -74.17062422126898 40.55456868333087)",277,4290,46.83,6,FAIR,269.1356535,2974,YORK AVENUE,0,0,4,1,1.395
"LINESTRING (-74.17094815508952 40.55599824959251, -74.17200581134591 40.555859429735015)",369,4291,37.33,9,GOOD,298.2213943,2975,YORK AVENUE,0,0,4,1,1.395
"LINESTRING (-74.17094815508952 40.55599824959251, -74.17079521460502 40.55529580483344)",281,4292,46.83,6,FAIR,259.4224354,2976,HAMILTON PLACE,1,0,0,0,0.05
"LINESTRING (-74.17047486501 40.55385799830304, -74.1728851025305 40.553546976034895)",638,4293,37.5,9,GOOD,679.2966951,2977,YORK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17047486501 40.55385799830304, -74.17031834987472 40.5531610477318)",246,4294,46.83,6,FAIR,257.6140524,2978,LEXINGTON AVENUE,1,0,4,0,0.27
"LINESTRING (-74.17062422126898 40.55456868333087, -74.17304527946568 40.554257641680174)",638,4295,45.33,6,FAIR,682.2558171,2979,HAMILTON PLACE,0,0,0,1,1.175
"LINESTRING (-74.17062422126898 40.55456868333087, -74.17047486501 40.55385799830304)",309,4296,46.83,6,FAIR,262.2250941,2980,HAMILTON PLACE,0,0,0,1,1.175
"LINESTRING (-74.17352228192426 40.55640885607798, -74.1746734692992 40.55625614623782)",329,4297,30,9,GOOD,324.6921619,2981,EAST 92 STREET,0,0,5,1,1.45
"LINESTRING (-74.17352228192426 40.55640885607798, -74.17336205914788 40.555684467211414)",257,4298,30,8,GOOD,267.6415513,2982,FREDERICK DOUGLASS BOULEVARD,0,0,0,1,1.175
"LINESTRING (-74.17384797847171 40.55710554618707, -74.1746734692992 40.55625614623782)",418,4299,30,7,FAIR,385.2025441,2983,WEST 124 STREET,1,1,0,2,3.459
"LINESTRING (-74.17303313502866 40.55790551742974, -74.17384797847171 40.55710554618707)",252,4300,30,7,FAIR,369.0663897,2984,FREDERICK DOUGLASS BOULEVARD,0,0,0,1,1.175
"LINESTRING (-74.17215369138725 40.5587824344215, -74.17303313502866 40.55790551742974)",814,4301,33.92,6,FAIR,402.2263045,2985,EAST 99 STREET,0,0,0,0,0.05
"LINESTRING (-74.17159245844313 40.558854639429335, -74.17215369138725 40.5587824344215)",153,4302,30,7,FAIR,158.1518258,2986,EAST 99 STREET,0,0,0,0,0.05
"LINESTRING (-74.17159245844313 40.558854639429335, -74.17142505315154 40.55813025876448)",235,4303,46.83,6,FAIR,267.977611,2987,EAST 99 STREET,0,0,0,0,0.05
"LINESTRING (-74.17126851809587 40.55743330973982, -74.17384797847171 40.55710554618707)",640,4304,37.25,8,GOOD,726.6450303,2988,YORK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17126851809587 40.55743330973982, -74.1711119300683 40.556714402036576)",291,4305,46.83,7,GOOD,265.5051789,2989,WEST 123 STREET,0,0,0,0,0.05
"LINESTRING (-74.17134489431929 40.55774610453294, -74.17126851809587 40.55743330973982)",239,4307,46.83,6,FAIR,115.9180745,2990,RIVERSIDE DRIVE,3,0,0,0,0.05
"LINESTRING (-74.17142505315154 40.55813025876448, -74.17134489431929 40.55774610453294)",142,4309,30,6,FAIR,141.7180299,2991,RIVERSIDE DRIVE,3,0,0,0,0.05
"LINESTRING (-74.1716798177221 40.559238782693015, -74.17159245844313 40.558854639429335)",753,4310,33.42,7,GOOD,142.0422472,2992,FRAWLEY CIRCLE,0,0,0,0,0.05
"LINESTRING (-74.1711119300683 40.556714402036576, -74.17094815508952 40.55599824959251)",288,4311,46.83,6,FAIR,264.8509015,2993,WEST 118 STREET,0,0,0,0,0.05
"LINESTRING (-74.1711119300683 40.556714402036576, -74.17352228192426 40.55640885607798)",314,4312,45.5,9,GOOD,678.9698079,2994,WEST 147 STREET,0,0,0,0,0.05
"LINESTRING (-74.17104921140778 40.55892407009456, -74.17159245844313 40.558854639429335)",180,4313,33.92,7,FAIR,153.0555455,2995,WEST 117 STREET,0,0,1,1,1.23
"LINESTRING (-74.17048437724661 40.55899627504649, -74.17104921140778 40.55892407009456)",160,4315,30,7,FAIR,159.1383046,2996,EAST 91 STREET,0,0,0,0,0.05
"LINESTRING (-74.1732727289113 40.56009277222372, -74.17422520265652 40.55823858251055)",684,4317,30,0,NR,725.521192,2997,EAST 91 STREET,0,0,0,0,0.05
"LINESTRING (-74.1732727289113 40.56009277222372, -74.17477297156798 40.55990110702337)",96,4318,30.42,8,GOOD,422.6700841,2998,EAST 91 STREET,0,0,0,0,0.05
"LINESTRING (-74.1732727289113 40.56009277222372, -74.17437397817363 40.55870771979425)",70,4319,33.92,6,FAIR,590.1398139,2999,WEST 117 STREET,0,0,0,0,0.05
"LINESTRING (-74.17258029104232 40.56092549300717, -74.17493320538097 40.56062000405739)",517,4320,38.5,8,GOOD,663.1862484,3000,WEST 117 STREET,0,0,0,0,0.05
"LINESTRING (-74.17273689054714 40.56163890884577, -74.17509343544864 40.561336156021746)",506,4324,31.5,8,GOOD,664.0075301,3001,LENOX AVENUE,0,0,1,0,0.105
"LINESTRING (-74.17250834064458 40.56093658034623, -74.1732727289113 40.56009277222372)",671,4325,33.92,8,GOOD,373.654921,3002,CONVENT AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17250834064458 40.56093658034623, -74.17258029104232 40.56092549300717)",611,4326,38.5,8,GOOD,20.39607805,3003,CONVENT AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17225479763641 40.561705508364504, -74.17348351076171 40.56226634559106)",354,4329,30,7,FAIR,397.8768654,3004,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17183682181715 40.56151399758952, -74.17225479763641 40.561705508364504)",410,4331,35.92,6,FAIR,135.4843164,3005,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17146216974768 40.5613745720624, -74.17372353425947 40.55907102082036)",1048,4332,30,0,NR,1048.400687,3006,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17146216974768 40.5613745720624, -74.17183682181715 40.56151399758952)",81,4333,35.92,3,POOR,115.8317746,3007,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17348351076171 40.56226634559106, -74.17525003395227 40.5620385892023)",297,4339,31.5,8,GOOD,497.8001607,3008,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.17348351076171 40.56226634559106, -74.17421849606912 40.56256716246154)",382,4340,35.92,6,FAIR,231.7671245,3009,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16984509308831 40.55101804853342, -74.17225521694667 40.550701549801104)",661,4349,37.5,8,GOOD,679.6293107,3010,2 AVENUE,0,0,9,0,0.545
"LINESTRING (-74.16984509308831 40.55101804853342, -74.16968494401479 40.550301888623935)",231,4350,46.83,7,GOOD,264.6828291,3011,WEST 126 STREET,1,0,0,0,0.05
"LINESTRING (-74.17000162620161 40.551725979091266, -74.17241177485373 40.551409477092136)",657,4351,37.67,9,GOOD,679.6293107,3012,EAST 112 STREET,1,0,0,0,0.05
"LINESTRING (-74.17000162620161 40.551725979091266, -74.16984509308831 40.55101804853342)",273,4352,46.83,7,GOOD,261.5587888,3013,WEST 112 STREET,1,0,0,0,0.05
"LINESTRING (-74.16789362184363 40.55200081692198, -74.17000162620161 40.551725979091266)",561,4353,37.67,9,GOOD,594.3037944,3014,LEXINGTON AVENUE,0,0,2,1,1.285
"LINESTRING (-74.16786455145886 40.551888322029185, -74.16701919676335 40.55200209197895)",266,4355,30,3,POOR,238.5497852,3015,WEST 127 STREET,0,0,0,0,0.05
"LINESTRING (-74.16805375578916 40.552716979228165, -74.17016177509254 40.552439393670205)",568,4356,37.5,9,GOOD,594.4711936,3016,EAST END AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16805375578916 40.552716979228165, -74.16789362184363 40.55200081692198)",243,4357,53,8,GOOD,264.6828291,3017,EDGECOMBE AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16793195883061 40.55293674252929, -74.16780793623234 40.55309738382264, -74.16768210691305 40.55325720508775, -74.16755448043524 40.55341619624044, -74.16742506635259 40.553574343536745, -74.16729387302642 40.55373163597919, -74.16716091001788 40.55388806256854, -74.16702618808341 40.554043610473904, -74.1668897179866 40.554198269609145, -74.16675150808553 40.554352027146805, -74.1666044395726 40.55451419924144)",765,4358,23.5,6,FAIR,683.1156082,3018,2 AVENUE,0,0,3,2,2.465
"LINESTRING (-74.16820669609915 40.553433151809706, -74.17031834987472 40.5531610477318)",546,4359,37.42,8,GOOD,595.1243568,3019,WEST 126 STREET,0,0,1,0,0.105
"LINESTRING (-74.16773350511151 40.55129014395865, -74.16757337801798 40.55057398112085)",285,4361,53,8,GOOD,264.6828291,3020,WEST 123 STREET,0,0,0,0,0.05
"LINESTRING (-74.16773350511151 40.55129014395865, -74.16984509308831 40.55101804853342)",564,4362,37.5,8,GOOD,595.1243568,3021,3 AVENUE,0,0,3,0,0.215
"LINESTRING (-74.16868349530168 40.55556791763018, -74.17079521460502 40.55529580483344)",571,4363,37.17,7,GOOD,595.1243568,3022,5 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16868349530168 40.55556791763018, -74.16852334777325 40.55485175637348)",276,4364,53,8,GOOD,264.6828291,3023,5 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16884361158097 40.55627035460403, -74.17094815508952 40.55599824959251)",564,4365,37.33,6,FAIR,593.1517512,3024,YORK AVENUE,1,0,0,1,1.175
"LINESTRING (-74.16884361158097 40.55627035460403, -74.16868349530168 40.55556791763018)",276,4366,53,6,FAIR,259.7537295,3025,WEST 113 STREET,0,0,0,0,0.05
"LINESTRING (-74.16836679533326 40.55413284477088, -74.17047486501 40.55385799830304)",569,4367,37.5,9,GOOD,594.3037944,3026,EAST 106 STREET,0,0,0,0,0.05
"LINESTRING (-74.16836679533326 40.55413284477088, -74.16820669609915 40.553433151809706)",272,4368,53,8,GOOD,258.7682361,3027,YORK AVENUE,0,0,4,0,0.27
"LINESTRING (-74.16852334777325 40.55485175637348, -74.17062422126898 40.55456868333087)",592,4369,30,6,FAIR,592.8406194,3028,WEST 142 STREET,0,0,0,1,1.175
"LINESTRING (-74.16852334777325 40.55485175637348, -74.16836679533326 40.55413284477088)",286,4370,53,8,GOOD,265.5051789,3029,WEST 115 STREET,1,0,0,0,0.05
"LINESTRING (-74.16754848909949 40.554998657861816, -74.16852334777325 40.55485175637348)",276,4371,30,6,FAIR,276.1340254,3030,HANCOCK PLACE,0,0,0,0,0.05
"LINESTRING (-74.16754848909949 40.554998657861816, -74.16764312067023 40.555423965873715)",205,4372,30,6,FAIR,157.1655178,3031,EAST 97 STREET,0,0,0,0,0.05
"LINESTRING (-74.1666044395726 40.55451419924144, -74.16652189454513 40.55458197587195, -74.16643805272676 40.55464882017029, -74.16635292967005 40.554714715642206, -74.1662665469369 40.5547796503595, -74.16617892128444 40.55484360965603, -74.16609007186916 40.55490657886233, -74.16600001904963 40.554968544222014, -74.16590878079012 40.55502949381216, -74.16581637744967 40.555089413876495, -74.16572794208184 40.555144029735025)",339,4373,23.5,6,FAIR,334.9462145,3032,MANHATTAN AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16671757804862 40.55514808700731, -74.16754848909949 40.554998657861816)",515,4374,53.67,5,FAIR,237.2277387,3033,MANHATTAN AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16671757804862 40.55514808700731, -74.16714387712585 40.557249994397615)",852,4375,37.25,7,GOOD,774.8838623,3034,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16900013250232 40.556972796608456, -74.1711119300683 40.556714402036576)",600,4376,45.5,9,GOOD,594.3214618,3035,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16900013250232 40.556972796608456, -74.16884361158097 40.55627035460403)",319,4377,53,6,FAIR,259.5862092,3036,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16916751555203 40.55769992568188, -74.17126851809587 40.55743330973982)",631,4378,37.25,8,GOOD,591.8378156,3037,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16916751555203 40.55769992568188, -74.16900013250232 40.556972796608456)",264,4379,53,6,FAIR,268.9628227,3038,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.169316866493 40.55841061217874, -74.17142505315154 40.55813025876448)",652,4380,37.67,9,GOOD,594.6402274,3039,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.169316866493 40.55841061217874, -74.16916751555203 40.55769992568188)",254,4381,53,6,FAIR,262.2250941,3040,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16776244097899 40.55564886634807, -74.16807914205764 40.55708668549319)",320,4382,30,8,GOOD,531.1732297,3041,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16807914205764 40.55708668549319, -74.16900013250232 40.556972796608456)",267,4383,20.42,9,GOOD,259.2624153,3042,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16807914205764 40.55708668549319, -74.16829419129486 40.55816782692746)",322,4384,30,8,GOOD,398.393022,3043,CONVENT AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16714387712585 40.557249994397615, -74.16807914205764 40.55708668549319)",252,4386,20.42,8,GOOD,266.6102024,3044,ST NICHOLAS TERRACE,0,0,0,0,0.05
"LINESTRING (-74.16714387712585 40.557249994397615, -74.1674059712337 40.55844086149849)",569,4387,37.25,7,GOOD,439.9318129,3045,ST NICHOLAS TERRACE,0,0,0,0,0.05
"LINESTRING (-74.16651819543151 40.55889504617763, -74.16621564123228 40.55734740999197)",536,4389,53.75,6,FAIR,570.0745565,3046,EAST 103 STREET,0,0,1,1,1.23
"LINESTRING (-74.16994113488994 40.55906844527219, -74.17048437724661 40.55899627504649)",153,4390,30,7,FAIR,153.2220611,3047,WEST 133 STREET,0,0,0,0,0.05
"LINESTRING (-74.16982748055123 40.56107781620937, -74.17146216974768 40.5613745720624)",467,4395,30,3,POOR,466.9014885,3048,WEST DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16982748055123 40.56107781620937, -74.16973540087429 40.56024901896006)",354,4396,51.42,7,FAIR,303.0330015,3049,FREDERICK DOUGLASS BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.16947703105835 40.559126772112464, -74.169316866493 40.55841061217874)",237,4397,53,7,FAIR,264.6828291,3050,3 AVENUE,0,0,3,0,0.215
"LINESTRING (-74.16947703105835 40.559126772112464, -74.16994113488994 40.55906844527219)",131,4398,30,6,FAIR,130.6981255,3051,ADAM CLAYTON POWELL JR BOULEVARD,1,0,1,4,4.605
"LINESTRING (-74.16973540087429 40.56024901896006, -74.16947703105835 40.559126772112464)",666,4400,53,7,FAIR,415.116851,3052,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16762422714231 40.559368289872204, -74.16947703105835 40.559126772112464)",788,4401,53.75,8,GOOD,522.2968505,3053,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16669245268827 40.55950139698835, -74.16762422714231 40.559368289872204)",234,4403,30,8,GOOD,263.4103263,3054,WEST 145 STREET,0,0,0,0,0.05
"LINESTRING (-74.1668892252524 40.5604755196523, -74.16982748055123 40.56107781620937)",639,4405,59.08,6,FAIR,845.3975396,3055,LENOX AVENUE,0,0,0,1,1.175
