the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.1668892252524 40.5604755196523, -74.16669245268827 40.55950139698835)",434,4406,53.75,8,GOOD,359.0835557,3056,EAST DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16976014673895 40.56290596063886, -74.16982748055123 40.56107781620937)",781,4410,64.17,8,GOOD,666.3002326,3057,1 AVENUE,0,0,3,0,0.215
"LINESTRING (-74.1697471244962 40.56344670782179, -74.17183682181715 40.56151399758952)",1111,4411,30,7,FAIR,912.6516312,3058,EAST 78 STREET,0,0,2,3,3.535
"LINESTRING (-74.1697471244962 40.56344670782179, -74.16976014673895 40.56290596063886)",217,4412,30,8,GOOD,197.040605,3059,EAST 84 STREET,1,0,0,0,0.05
"LINESTRING (-74.16961076445413 40.56644149853405, -74.16961744022419 40.566235627844044)",196,4413,30,8,GOOD,75.02666193,3060,EAST END AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16961744022419 40.566235627844044, -74.1697471244962 40.56344670782179)",872,4414,30,8,GOOD,1016.710382,3061,EAST 70 STREET,0,0,5,0,0.325
"LINESTRING (-74.16960409561175 40.56665011402067, -74.16961076445413 40.56644149853405)",70,4417,30,8,GOOD,76.02631124,3062,EAST 90 STREET,0,0,0,0,0.05
"LINESTRING (-74.1698344031231 40.570879526747966, -74.16960409561175 40.56665011402067)",1346,4420,30,8,GOOD,1542.20686,3063,3 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.16991786094104 40.57397280378697, -74.1698344031231 40.570879526747966)",1184,4423,44.5,8,GOOD,1127.195635,3064,2 AVENUE,0,0,4,1,1.395
"LINESTRING (-74.16835553384927 40.57394216630755, -74.16991786094104 40.57397280378697)",1042,4424,32.33,6,FAIR,434.1658669,3065,5 AVENUE,1,0,1,1,1.23
"LINESTRING (-74.16667835229653 40.5726024002789, -74.16835553384927 40.57394216630755)",608,4427,30,6,FAIR,674.7933017,3066,1 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16618302952644 40.55291732813523, -74.166420172986 40.55421802652501)",576,4431,34.08,8,GOOD,478.4359936,3067,EAST 102 STREET,0,0,0,0,0.05
"LINESTRING (-74.1652406416555 40.5530888664247, -74.16533777599182 40.55308710992663, -74.16543469297123 40.55308186500097, -74.16553118029348 40.553073142933485, -74.16562701968368 40.55306096416867, -74.16572200247708 40.55304535462749, -74.16581591403694 40.553026350304535, -74.16590854813519 40.55300399175758, -74.16599969856964 40.552978329609324, -74.16608916395299 40.55294942088071, -74.16618302952644 40.55291732813523)",274,4432,46.58,6,FAIR,271.5885084,3068,EAST 102 STREET,0,0,0,0,0.05
"LINESTRING (-74.1652406416555 40.5530888664247, -74.16478911832962 40.550937580898676)",788,4433,52.92,8,GOOD,793.7455512,3069,5 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16478911832962 40.550937580898676, -74.16571000920332 40.55081548392463)",278,4434,33.5,8,GOOD,259.7537295,3070,5 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16478911832962 40.550937580898676, -74.16425498499017 40.548835818113936)",810,4435,52.92,8,GOOD,779.9775638,3071,CONVENT AVENUE,1,1,0,0,1.209
"LINESTRING (-74.16434126921887 40.55319445989112, -74.1652406416555 40.5530888664247)",256,4436,46.58,8,GOOD,252.8715089,3072,YORK AVENUE,0,0,4,0,0.27
"LINESTRING (-74.16434126921887 40.55319445989112, -74.16484710477593 40.55548016468342)",827,4437,30,8,GOOD,844.5176138,3073,MADISON AVENUE,1,0,1,0,0.105
"LINESTRING (-74.16395556918091 40.55146028870464, -74.16434126921887 40.55319445989112)",781,4438,29.25,8,GOOD,640.8275899,3074,MADISON AVENUE,1,0,1,0,0.105
"LINESTRING (-74.16386821062741 40.55105418087739, -74.16478911832962 40.550937580898676)",251,4440,33.5,8,GOOD,259.4224354,3075,EDGECOMBE AVENUE,0,0,0,2,2.3
"LINESTRING (-74.16386821062741 40.55105418087739, -74.16395556918091 40.55146028870464)",150,4441,30,8,GOOD,149.9333185,3076,EAST 85 STREET,0,0,1,1,1.23
"LINESTRING (-74.16386821062741 40.55105418087739, -74.16301205774757 40.55116519193682)",195,4442,30,6,FAIR,241.3379373,3077,WEST 122 STREET,1,0,0,0,0.05
"LINESTRING (-74.16339515335784 40.553316581706845, -74.16434126921887 40.55319445989112)",261,4443,46.58,6,FAIR,266.6552081,3078,WEST 122 STREET,1,0,0,0,0.05
"LINESTRING (-74.16339515335784 40.553316581706845, -74.16267893572919 40.551794226760265)",480,4444,33.5,8,GOOD,589.2614021,3079,3 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16255520627251 40.55122622543431, -74.16209661202643 40.5490859183978)",813,4445,33.5,8,GOOD,790.1113846,3080,EAST 102 STREET,0,0,0,0,0.05
"LINESTRING (-74.16267893572919 40.551794226760265, -74.16255520627251 40.55122622543431)",291,4447,33.5,8,GOOD,209.7736876,3081,EAST 116 STREET,0,0,0,0,0.05
"LINESTRING (-74.16572794208184 40.555144029735025, -74.16528967695403 40.55545482525529)",154,4449,30,6,FAIR,166.291912,3082,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16547391727175 40.55428801418301, -74.1652406416555 40.5530888664247)",341,4450,53.42,8,GOOD,441.6616352,3083,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16528967695403 40.55545482525529, -74.16489801419695 40.55569418704009)",167,4451,30,7,FAIR,139.4632568,3084,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16484710477593 40.55548016468342, -74.16528967695403 40.55545482525529)",139,4452,30,6,FAIR,123.3288287,3085,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16484710477593 40.55548016468342, -74.16489801419695 40.55569418704009)",85,4453,29.25,8,GOOD,79.24645102,3086,FREDERICK DOUGLASS BOULEVARD,1,0,0,1,1.175
"LINESTRING (-74.16489801419695 40.55569418704009, -74.16529466125004 40.55746951095329)",715,4454,29.25,8,GOOD,656.1173675,3087,FREDERICK DOUGLASS BOULEVARD,1,0,0,1,1.175
"LINESTRING (-74.1638933965855 40.5554540815141, -74.16339515335784 40.553316581706845)",753,4455,37.58,6,FAIR,790.9551188,3088,ST NICHOLAS AVENUE,0,0,1,1,1.23
"LINESTRING (-74.1638933965855 40.5554540815141, -74.16484710477593 40.55548016468342)",257,4456,53.67,5,FAIR,265.1886121,3089,ST NICHOLAS AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16621564123228 40.55734740999197, -74.16630985358408 40.55735000560885, -74.16640412864156 40.55734983977568, -74.16649832484467 40.55734691361247, -74.1665923042367 40.55734123006429, -74.16668592767974 40.55733279939793, -74.16677905843522 40.55732163187711, -74.16687155738629 40.557307746003886, -74.16696329021471 40.557291160273756, -74.16705411902454 40.55727190142233, -74.16714387712585 40.557249994397615)",261,4459,20.42,9,GOOD,261.9547988,3090,5 AVENUE,1,0,1,0,0.105
"LINESTRING (-74.16564036027403 40.559008852865816, -74.16651819543151 40.55889504617763)",296,4461,23.42,7,GOOD,247.4206944,3091,ST NICHOLAS AVENUE,1,0,2,1,1.285
"LINESTRING (-74.16529466125004 40.55746951095329, -74.16621564123228 40.55734740999197)",286,4463,53.5,9,GOOD,259.7537295,3092,WEST 139 STREET,0,0,0,0,0.05
"LINESTRING (-74.16529466125004 40.55746951095329, -74.16564036027403 40.559008852865816)",522,4464,29.25,8,GOOD,568.9868188,3093,EAST 82 STREET,0,0,2,1,1.285
"LINESTRING (-74.16453018195938 40.55830503175657, -74.16433769031714 40.55759165602786)",284,4465,37.58,6,FAIR,265.3469427,3094,3 AVENUE,0,0,4,0,0.27
"LINESTRING (-74.16433769031714 40.55759165602786, -74.1638933965855 40.5554540815141)",863,4466,37.58,7,GOOD,788.4954027,3095,PARK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16348146115895 40.55770541532925, -74.16335773406614 40.55714564956054)",696,4468,28.5,5,FAIR,206.813926,3096,EAST 96 STREET,0,0,1,0,0.105
"LINESTRING (-74.16348146115895 40.55770541532925, -74.16433769031714 40.55759165602786)",200,4469,54.83,6,FAIR,241.5056935,3097,EAST 96 STREET,0,0,1,0,0.105
"LINESTRING (-74.16589544115678 40.56028207768983, -74.1668892252524 40.5604755196523)",427,4471,59.08,8,GOOD,284.9859646,3098,EAST 96 STREET,0,0,1,0,0.105
"LINESTRING (-74.16468307022681 40.559010229480215, -74.16453018195938 40.55830503175657)",265,4475,37.58,6,FAIR,260.4092932,3099,2 AVENUE,0,0,7,2,2.685
"LINESTRING (-74.1649413048506 40.56011052870117, -74.16589544115678 40.56028207768983)",378,4476,59.08,8,GOOD,272.3857559,3100,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.1649413048506 40.56011052870117, -74.16468307022681 40.559010229480215)",331,4477,37.58,6,FAIR,407.2370317,3101,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16364314380147 40.57229111102484, -74.1587649369259 40.57195485544763)",1726,4491,30,0,NR,1360.753468,3102,FREDERICK DOUGLASS BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.16415488283862 40.57400039697693, -74.16364314380147 40.57229111102484)",552,4495,30,0,NR,638.7566047,3103,3 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.16383136607556 40.57418476100231, -74.16415488283862 40.57400039697693)",184,4498,30,0,NR,112.200713,3104,EAST 78 STREET,0,0,3,1,1.34
"LINESTRING (-74.16444268063387 40.57539160340419, -74.16413993337864 40.575241071891824)",99,4499,30,0,NR,100.4041832,3105,EAST 86 STREET,0,0,3,4,4.715
"LINESTRING (-74.16610786373082 40.57768661238115, -74.16833917454898 40.57887735605773)",865,4501,30,6,FAIR,756.5619605,3106,PARK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16437785261277 40.57684095501198, -74.16610786373082 40.57768661238115)",575,4503,30,6,FAIR,570.8598777,3107,WEST 109 STREET,0,0,0,0,0.05
"LINESTRING (-74.16363157865617 40.57638638220949, -74.16444268063387 40.57539160340419)",540,4505,30,0,NR,426.7551991,3108,WEST 109 STREET,0,0,0,0,0.05
"LINESTRING (-74.16363157865617 40.57638638220949, -74.16437785261277 40.57684095501198)",338,4506,30,0,NR,265.3394053,3109,WEST 109 STREET,0,0,0,0,0.05
"LINESTRING (-74.16299032749339 40.57766088472814, -74.16369967085356 40.577731241179606)",199,4507,30,6,FAIR,198.708329,3110,WEST 103 STREET,0,0,0,0,0.05
"LINESTRING (-74.16246342150396 40.553435930560724, -74.16339515335784 40.553316581706845)",253,4509,36.75,6,FAIR,262.5452342,3111,AMSTERDAM AVENUE,0,0,4,2,2.52
"LINESTRING (-74.16208734276218 40.55268163817934, -74.16246342150396 40.553435930560724)",250,4510,30,9,GOOD,294.0085033,3112,COLUMBUS AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16106230121805 40.55290266544962, -74.16208734276218 40.55268163817934)",211,4511,30,9,GOOD,296.0152023,3113,EAST 75 STREET,0,0,0,1,1.175
"LINESTRING (-74.16162710048951 40.55134556243012, -74.16116850205042 40.54919152768206)",801,4512,33,6,FAIR,795.0477973,3114,1 AVENUE,0,0,8,0,0.49
"LINESTRING (-74.16162710048951 40.55134556243012, -74.16255520627251 40.55122622543431)",443,4513,33.5,8,GOOD,261.5587888,3115,EAST 58 STREET,0,0,2,0,0.16
"LINESTRING (-74.16126187522222 40.553588588801205, -74.16106230121805 40.55290266544962)",711,4514,22.92,9,GOOD,255.9785147,3116,MADISON AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16126187522222 40.553588588801205, -74.16246342150396 40.553435930560724)",291,4515,36.75,6,FAIR,338.4981536,3117,AMSTERDAM AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16010542822082 40.55153983096246, -74.16162710048951 40.55134556243012)",377,4516,33.5,8,GOOD,428.7528426,3118,1 AVENUE,0,0,6,0,0.38
"LINESTRING (-74.16010542822082 40.55153983096246, -74.15999208577193 40.55229481275175)",284,4517,50.5,8,GOOD,276.855558,3119,1 AVENUE,0,0,6,0,0.38
"LINESTRING (-74.15999208577193 40.55229481275175, -74.16026113258262 40.552254823542256, -74.16052960889976 40.55221266518142, -74.16079748592153 40.55216834228822, -74.16106473364914 40.55212186039847, -74.16133131968287 40.552073224136706, -74.16159721762298 40.55202243903426, -74.16186239507259 40.551969510631125, -74.16212682323581 40.55191444537749, -74.16239047331707 40.55185724972371, -74.16267893572919 40.551794226760265)",897,4519,32.08,7,GOOD,768.9438,3120,EAST 90 STREET,0,0,1,0,0.105
"LINESTRING (-74.15999208577193 40.55229481275175, -74.1599775012707 40.55236652028692, -74.15996794501024 40.552438719456944, -74.159963441701 40.552511203452724, -74.15996400766385 40.55258376822099, -74.15996963762225 40.552656206993056, -74.15998031910479 40.55272831392454, -74.15999601925253 40.55279988502871, -74.16001669441059 40.55287071633319, -74.16004228533848 40.55294060754649, -74.16007296188798 40.55300835162555)",261,4520,60.33,8,GOOD,264.0487684,3121,CENTRAL PARK WEST,0,0,0,0,0.05
"LINESTRING (-74.16007296188798 40.55300835162555, -74.16031216277436 40.553716179875615)",228,4521,60.33,8,GOOD,266.3080923,3122,CENTRAL PARK WEST,0,0,0,0,0.05
"LINESTRING (-74.1626180671909 40.554876738801674, -74.16079054011863 40.55511536593099)",621,4522,30,8,GOOD,515.2281048,3123,EAST 54 STREET,0,0,2,0,0.16
"LINESTRING (-74.16079054011863 40.55511536593099, -74.1610297561506 40.55582319256094)",216,4523,60.25,8,GOOD,266.3080923,3124,EAST 54 STREET,0,0,2,0,0.16
"LINESTRING (-74.1610297561506 40.55582319256094, -74.1638933965855 40.5554540815141)",809,4524,48,8,GOOD,807.0346957,3125,3 AVENUE,0,0,6,1,1.505
"LINESTRING (-74.1610297561506 40.55582319256094, -74.16126895074993 40.55652003943578)",304,4525,53.67,8,GOOD,262.4347538,3126,WEST 120 STREET,0,0,0,0,0.05
"LINESTRING (-74.16055136213328 40.55442126278128, -74.16079054011863 40.55511536593099)",254,4526,60.25,8,GOOD,261.4670151,3127,PARK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16031216277436 40.553716179875615, -74.16126187522222 40.553588588801205)",336,4527,36.75,6,FAIR,267.977611,3128,MANHATTAN AVENUE,1,0,0,0,0.05
"LINESTRING (-74.16031216277436 40.553716179875615, -74.16055136213328 40.55442126278128)",300,4528,60.17,8,GOOD,265.3394053,3129,MORNINGSIDE DRIVE,1,1,0,0,1.209
"LINESTRING (-74.16261082064054 40.55781369902184, -74.16348146115895 40.55770541532925)",218,4530,54.83,6,FAIR,245.1224184,3130,MORNINGSIDE DRIVE,1,1,0,0,1.209
"LINESTRING (-74.16248353527772 40.55726766142869, -74.16261082064054 40.55781369902184)",239,4531,30,6,FAIR,202.0544481,3131,3 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16198662438131 40.55863528005161, -74.16453018195938 40.55830503175657)",662,4532,33,8,GOOD,716.9449072,3132,EAST 67 STREET,0,0,0,0,0.05
"LINESTRING (-74.16198662438131 40.55863528005161, -74.16221863465975 40.559329390130124)",305,4533,53.67,8,GOOD,260.9693469,3133,PARK AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16150457150559 40.55722512524234, -74.16174378936641 40.55792746065187)",265,4534,30,8,GOOD,264.3709515,3134,MADISON AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16174378936641 40.55792746065187, -74.16261082064054 40.55781369902184)",270,4535,54.83,6,FAIR,244.4626761,3135,1 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16174378936641 40.55792746065187, -74.16198662438131 40.55863528005161)",270,4536,53.67,8,GOOD,266.5576861,3136,EAST 63 STREET,0,0,0,0,0.05
"LINESTRING (-74.16126895074993 40.55652003943578, -74.16150457150559 40.55722512524234)",264,4537,30,8,GOOD,265.0924367,3137,EAST 74 STREET,0,0,1,0,0.105
"LINESTRING (-74.1598495784201 40.55891001066958, -74.16198662438131 40.55863528005161)",602,4538,30,8,GOOD,602.1934905,3138,EAST 74 STREET,0,0,1,0,0.105
"LINESTRING (-74.1598495784201 40.55891001066958, -74.16014993276684 40.55959854011718)",265,4539,30,8,GOOD,264.3671689,3139,ST CLAIR PLACE,0,0,0,0,0.05
"LINESTRING (-74.159542013015 40.55821325598455, -74.1598495784201 40.55891001066958)",268,4541,30,8,GOOD,267.8451045,3140,AMSTERDAM AVENUE,0,0,5,0,0.325
"LINESTRING (-74.16221863465975 40.559329390130124, -74.16468307022681 40.559010229480215)",605,4542,37.33,8,GOOD,694.5862078,3141,EAST 84 STREET,0,0,0,0,0.05
"LINESTRING (-74.16221863465975 40.559329390130124, -74.16246147312656 40.56003446363826)",243,4543,53.67,8,GOOD,265.5899094,3142,BROADWAY,0,0,2,2,2.41
"LINESTRING (-74.16246147312656 40.56003446363826, -74.16272239827062 40.5607751935308)",258,4544,53.67,8,GOOD,279.4351445,3143,MORNINGSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16193144530398 40.56111117845031, -74.16272239827062 40.5607751935308)",198,4546,59.08,8,GOOD,251.5631134,3144,MORNINGSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16193144530398 40.56111117845031, -74.16181549446978 40.560787454059856)",199,4547,30,6,FAIR,122.2620137,3145,2 AVENUE,0,0,8,1,1.615
"LINESTRING (-74.16153234033357 40.561268194715424, -74.16193144530398 40.56111117845031)",126,4548,59.08,8,GOOD,124.7798061,3146,EAST 73 STREET,0,0,2,3,3.535
"LINESTRING (-74.16153234033357 40.561268194715424, -74.16120026273776 40.560865173921066)",250,4549,30,6,FAIR,173.4156856,3147,EAST 81 STREET,0,0,0,0,0.05
"LINESTRING (-74.16120026273776 40.560865173921066, -74.16181549446978 40.560787454059856)",143,4550,30,6,FAIR,173.2772345,3148,EAST 56 STREET,0,0,2,0,0.16
"LINESTRING (-74.16073254646123 40.56092621527055, -74.16120026273776 40.560865173921066)",119,4551,30,7,FAIR,131.8483978,3149,EAST 74 STREET,0,0,0,0,0.05
"LINESTRING (-74.16073254646123 40.56092621527055, -74.16096776706188 40.56146112415913)",285,4552,30,8,GOOD,205.5480479,3150,3 AVENUE,1,0,7,0,0.435
"LINESTRING (-74.16096776706188 40.56146112415913, -74.16153234033357 40.561268194715424)",110,4553,59.08,8,GOOD,171.8982257,3151,COLUMBUS AVENUE,0,0,0,0,0.05
"LINESTRING (-74.16045391198504 40.560295298119364, -74.16246147312656 40.56003446363826)",528,4554,30,8,GOOD,565.862174,3152,65 ST TRANSVERSE,0,0,0,0,0.05
"LINESTRING (-74.16045391198504 40.560295298119364, -74.16073254646123 40.56092621527055)",150,4555,54.5,8,GOOD,242.5469027,3153,LEXINGTON AVENUE,0,0,2,0,0.16
"LINESTRING (-74.16014993276684 40.55959854011718, -74.16221863465975 40.559329390130124)",583,4556,30,8,GOOD,583.1243435,3154,EAST 62 STREET,0,0,0,1,1.175
"LINESTRING (-74.16014993276684 40.55959854011718, -74.16045391198504 40.560295298119364)",289,4557,30,8,GOOD,267.5294376,3155,BROADWAY,0,0,1,0,0.105
"LINESTRING (-74.16005781362402 40.56170668406102, -74.16096776706188 40.56146112415913)",269,4558,30,8,GOOD,268.1976883,3156,COLUMBUS AVENUE,0,0,7,0,0.435
"LINESTRING (-74.16312108818882 40.57666433381561, -74.16299032749339 40.57766088472814)",422,4564,30,3,POOR,364.8808025,3157,EAST 42 STREET,0,0,0,0,0.05
"LINESTRING (-74.16218390408855 40.576155126366075, -74.16228905689745 40.57619310874569, -74.1623921834942 40.57623419278179, -74.16249312774825 40.57627831648498, -74.16259173591415 40.57632541237331, -74.1626878566359 40.576375409302095, -74.16278134333793 40.576428228800765, -74.1628720530428 40.57648379239389, -74.16295984875332 40.57654201427834, -74.16304459586605 40.57660280681795, -74.16312108818882 40.57666433381561)",212,4565,30,5,FAIR,321.792568,3158,MADISON AVENUE,0,0,1,0,0.105
"LINESTRING (-74.16140357409743 40.57798426745362, -74.16091849271018 40.57835824176898)",166,4568,30,5,FAIR,191.6272423,3159,EAST 56 STREET,0,0,2,0,0.16
"LINESTRING (-74.16066495625086 40.57771631161201, -74.16043417070664 40.577551945663664)",67,4569,30,5,FAIR,87.7268488,3160,AMSTERDAM AVENUE,1,0,8,7,8.365
"LINESTRING (-74.16066495625086 40.57771631161201, -74.16042064158518 40.57791427917991)",128,4570,30,5,FAIR,99.03534723,3161,EAST DRIVE,0,0,0,0,0.05
"LINESTRING (-74.16091849271018 40.57835824176898, -74.16042064158518 40.57791427917991)",204,4571,30,5,FAIR,212.8097742,3162,WEST 94 STREET,0,0,0,0,0.05
"LINESTRING (-74.16091849271018 40.57835824176898, -74.16073868378652 40.57843534809598)",229,4572,32.58,5,FAIR,57.30619513,3163,EAST 70 STREET,1,1,1,0,1.264
"LINESTRING (-74.1607377984236 40.57657162481655, -74.16034440749732 40.57614947410706)",247,4573,30,8,GOOD,188.6716725,3164,CENTRAL PARK WEST,0,0,0,1,1.175
"LINESTRING (-74.16043417070664 40.577551945663664, -74.15986289418454 40.57801112490797)",218,4574,30,5,FAIR,230.5862095,3165,CENTRAL PARK WEST,0,0,0,1,1.175
"LINESTRING (-74.16042064158518 40.57791427917991, -74.16008291319957 40.578189231038124)",105,4575,30,5,FAIR,137.2443077,3166,EAST 77 STREET,0,0,1,0,0.105
"LINESTRING (-74.16034440749732 40.57614947410706, -74.16178593606323 40.57533224500499)",651,4576,42.5,7,GOOD,499.009018,3167,3 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.15986289418454 40.57801112490797, -74.16008291319957 40.578189231038124)",101,4578,30,6,FAIR,89.14033879,3168,1 AVENUE,0,0,9,2,2.795
"LINESTRING (-74.1596705990121 40.57738283135698, -74.15917604926962 40.576807107989)",304,4580,30,8,GOOD,250.7369139,3169,PARK AVENUE,1,1,1,0,1.264
"LINESTRING (-74.19235351608668 40.57987719691774, -74.19242988842623 40.57958526469134, -74.1924408929069 40.579287699776145, -74.19238621874123 40.578992950320924, -74.1922674196407 40.57870938347263, -74.19208786741648 40.57844504849803, -74.1918526612286 40.578207450058315, -74.19156847809867 40.578003332571825, -74.19124338513598 40.577838490265655, -74.19088661108077 40.57771760291461, -74.1905075650145 40.5776459978514)",1162,4582,30,0,NR,1084.558182,3170,EAST 38 STREET,1,1,0,0,1.209
"LINESTRING (-74.195113979082 40.58579309432867, -74.19530374332476 40.585814014909744, -74.19549427094499 40.585830424159255, -74.19568537463654 40.58584230409372, -74.19587687191724 40.58584964495693, -74.19606857550677 40.58585243791715, -74.19626030054903 40.585850682374065, -74.19645185979039 40.58584437864768, -74.19664307079384 40.58583353254059, -74.19683374513842 40.58581815535646, -74.19702214932934 40.58579807257282)",893,4583,30,3,POOR,532.1477032,3171,EAST 35 STREET,0,0,0,0,0.05
"LINESTRING (-74.19332244905297 40.5850385556477, -74.19235351608668 40.57987719691774)",1876,4584,30,0,NR,1899.575216,3172,LEXINGTON AVENUE,0,0,2,0,0.16
